Category,Published Date,News Headline,News Content / Summary,News Website Link (URL)
🖥️ Technology,2025-11-14 03:13:54,"Karnataka cabinet nod for IT, space technology policies - The New Indian Express","Karnataka cabinet nod for IT, space technology policies  The New Indian Express",https://news.google.com/rss/articles/CBMitwFBVV95cUxQQmlGWGZuQzF1Zy1WMnBtZ1BqejUwLVNGTW84dWwxeU9WdVU3VzFKaG90QTJfbGNQRkl4dndKNkZNeFppZndVZ3pxYWdTd1ptcEczMXJKTXhVdm5GempXUlZSaEhPWF9TbjhkbEZULVpWWlk1T1YwckhVbFJaQXUwS3VOVkstbkhxQzZKOHVmZGNvNFd4QmQzN3VMbzhZYWdUWlpfX3V4VlVOVG53MHNJS3ZBUWNNVzDSAcQBQVVfeXFMUFJpMW84dGdhaUdJRWpJZnp0NkNzZVk2VXZRUWVPMVgxMkpudVRTaHo5WUdzYnBmU1B2SndnX2NoQzcyVjJZS2dLYlV2NHZBdzNFd0NKeFFqQnhCZmZTdF9lUFpTMnJ5T0xKbUE5SW9Jdkhha21XMVVpZ2hKVmc3aF8xaXBJbzhLZ2tWME93LWVCNW5vR24zNEF6T0MweVhWVkJYQ0VIdlR4c0FWSkZfSW1nMWlneF9xY3BlOVFjaVVzUEV6Uw?oc=5
💊 Health,2025-11-14 03:00:00,Can Tamil Nadu’s reforms change transgender healthcare? | Explained - The Hindu,Can Tamil Nadu’s reforms change transgender healthcare? | Explained  The Hindu,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNcUQwSkR4TDV3Y1JpSGxCTnRESW1BTzlKNndNNlUwM2FoWHlWT29qc05ZWDE0Qk0wUFdLdkcyQjI2SWxGRHhET25yc1FGZVNKdllNSHRyT3NtVUZOX2tyUE9raXJSMGJPQ1ZVbnFrcTA5UDFUbGl0RDJWUzVTWFBQVS0tdUpwX1ZVa1NVQ3VRemRiYnZNbW8xbHRjSW10RVlzRjFUVUc1V0VYSTY5dk5Vd2JRRC00WUJEYmhsamVCZ0tGUdIByAFBVV95cUxOR1ptdnBJSWhfeU9lLVMzY1NmOG1qWEFtMXp2ODFfc3l0TFp6Z0pRNnFnWWpHa1NBMkRZcmlyejM0Y0JQNEFiR2VXZ0VlTGRlY1c2cF9pRVZmSFZKak1hdzdzWHhTQnJLVmlCU2kyLUo1SkVPYlJHMk9sejRIQ1ZNSmRHRVVwdU42b3VvdmJoTUJMZHc0aUYxOERiaUsydDl0c0g0UXlaQVFUekZWZG16aHItenF1a21lbHJJbzR3MXJwY2J2N3JJZg?oc=5
🎬 Entertainment,2025-11-14 02:17:00,52 Weeks Entertainment reports standalone net loss of Rs 0.01 crore in the September 2025 quarter - Business Standard,52 Weeks Entertainment reports standalone net loss of Rs 0.01 crore in the September 2025 quarter  Business Standard,https://news.google.com/rss/articles/CBMiiwJBVV95cUxPcS04MVRKNWt2WlphZ3laQzVCUVF1ZUFqOWdUWlpfcHVtb05mNE9KNC1VMF93cHhvMW9YMDN0OXZfYVc0Mm52QVVxcDRqRWhTVExkMFVxd24wdWRCa2ZKYm1Ccm9XODZ6cGs2aGljRm9MaGxieWUzZmxZam1YckhlTGZJeXBrbDR2RzgyXzNONHo4bTVYeE05b2Z0NWhrRDBNcFpOY0dPLW4tQ1A4Vm1UTm1GUkIwNmt5cnR5WVk1S1JDclRnelloeUJtdm96VU8zSnJTMGVXQ3gwREV1WGJrdkxVLTJ6WmY0RWVMdHoycDJtQU1sVURMZTBSQlF0X29DNEJGb3hfZVBLOFHSAZACQVVfeXFMTnV2NE05Q2tVcDhvNUhjdl9URndwRV9xcDdwb2czc0QtckloaTVmSHBqcUFONHlHT0Q2VmUzWktxcGV3c3RwVTJtbkZTSnFPM200aWpyWlVSdllrbm82RWxHUHh1T2VtU3BRdlpnT0d6dVMwUDZmZjNhb3hnNERVQURkR3NHRmZZamVySWhrbUR2OG43dFJGaEU3bHpiWDN1XzAyczNSMGVrSkhDUmlNTkQ3VzhpSl81aU10ZGhzTEp4WU42M0hVNVExaGgxb0ltR01oQzVIVFVaTmVEX3lDQ0RqSTVlLVZvbmJSXy03dHpwZHdmS2c5OE5uU05yb05RbWtIYU8zV284SnZlYjJTVmI?oc=5
🔬 Science,2025-11-14 01:00:00,Review of Gauhar Raza’s From Myths to Science - The Hindu,Review of Gauhar Raza’s From Myths to Science  The Hindu,https://news.google.com/rss/articles/CBMipAFBVV95cUxPZTZjSU5LU0pfdy1nd2FCYlNnMlhCNFpQRDNqLTVCNEJXLTlWWEpoUGNTWjNpTE1uV0NoNE44d01sRS0wTTNKTEdQS2N5YjZjOUl6cEJ4d2M4TkVWZzM1YlFJQTA3X2x6WDRMd2c0Ukw1TnlyQ0NSZC1GZWVpS19BSVdWMzhXZXJucllmUEVYQ1BPQmpwYXo1T25uWUlVMy13THIzYdIBqwFBVV95cUxNTm9IcjhCdlowaEhCRmVtOS1xT0s1OElWejdkRC1hZUFJRF9ZcVlQR1otWm42V0U1MWNtMmJYS1FUSDBzNTQtd0Z0MW5XZkFSbnJySDh5NVpZME81WlB3b3Y2Mld1M2hsYU9tUHZRRTB1M0V4bFZueEdmSmFhVF9XWDJ3M2J5Zy1xRV91S3VBUW96UVhibnZqaHpuSVFVc0p5SlFMSWFPckJnS3c?oc=5
🎬 Entertainment,2025-11-14 00:44:26,The future of entertainment is here: see what’s next on YouTube - blog.youtube,The future of entertainment is here: see what’s next on YouTube  blog.youtube,https://news.google.com/rss/articles/CBMifkFVX3lxTFAyY1hiNWFuanV2SXNNTWRnb01SMmtQcmRBSjZXRG96cEY5TkVNSER3NjJaNGtCak1WSmtqSnZYNDJuaG1TbWpFN1Awa05paW1YMmdlMkdvN0hyZE42dmk0VmFIa0JUU0h3ZUtPY0diZEoxNkN3bkI2VWxINVdUUQ?oc=5
🏅 Sports,2025-11-14 00:30:00,"School assembly news headlines, November 14: Top India, world, sports, business news - India Today","School assembly news headlines, November 14: Top India, world, sports, business news  India Today",https://news.google.com/rss/articles/CBMi5gFBVV95cUxOUlAwaUtQS2NNb2NqNG5fVTNwYnc3Z2pHTUtHTDN1a0xtLWpjVnd0c3dJb0Q2cWNmRU5FQ0RaRXcydkpvU0U1MDZMNmMtZ0pyUGxrcW80VjJQeV83aHVGSzNGVW0yZkhUemktX2dPaVltNEFvSHBHV256QmJHYXN6VUI2UjcyN0pYM1RuNzJQejhWamw1dmNFdGczaGM2NkVTd1I1TGlYdjZkcm1DOUl2QlJkOFJIbi13MGNwVHBEdjJENElKNlpkekdKUXBKajRjWU8xZUZpYUQweWpTR0oxM2tEMWpJZ9IB6wFBVV95cUxPTy0za1dMZm5VaXo2SjJHeFdzdGxBZVJTeTZ2QmFZNkw2Mzk5bTNrV2JZM0g5QUJBNm1rZjRCcWE5V0EzRTNCN2Zvb0FFOVJ1SlBQTDVVaUtqbks2ZVFUUjF2ZHU1N3c2R3BjUGpxcjVMSG54bEtVVE1yX0Jpc0ZPZ2pIYnhYZmYtTU1nMXhKcjlob3BtVWJ4b2J6bXR2WEpfX1laZDZ5cDV5QnQyWjNpeUVfbDM4aE1xaTkxYWt2UHlsZm5fd0J3dGxWMnNiLTJHQnZac3JVajJvQ1V2TUhESTNxaVpLWVJvRUxj?oc=5
🖥️ Technology,2025-11-14 00:04:59,ICE eyes new AI translation technology - NBC News,ICE eyes new AI translation technology  NBC News,https://news.google.com/rss/articles/CBMikgFBVV95cUxOdnZJamR0SFl3ZFN0cFpvcEFoT3JJdHl3SEJXUmw3Yk4ydHdPT3g3c1RBaGJrWWdESkxEbi0wMXZDSG8yYXo4QWVublZJNHlvN21CLVBOanY0Ul95TFZ3Y3lvVktGRmZfS0wxVnQwcms2OUlMNTBCTzlLZjFCc01NZ2J2QjhQRVlpbU55dTUyTmxLUdIBZkFVX3lxTE5WMXNoRTNzaTBpbzcxRVdmX1dFNndFMzkyVGNobmItcnd4RFdUSF9nYUg4RWdVc3V3YnI2RzV4eGJWRmJUQzZjRDlXOTlGaWFzbmhDbzE4Ni1FRk5jUlNmSExlTVppQQ?oc=5
🏅 Sports,2025-11-13 23:27:00,"Deadline over in ’22, ATS gets notice for Sports City delay - The Times of India","Deadline over in ’22, ATS gets notice for Sports City delay  The Times of India",https://news.google.com/rss/articles/CBMiygFBVV95cUxQSjZKT2U4eV91V0FURVU1ZFZ5ci0yRlpQLXNWdDBRdVJabjI1ZlRWY0RINC1Rb2Nvb3hhdGlScUxoMkxsejZ5dXJ0YzViTWNwd1c2X2tjb2tFVEJsMVh3ZWt2TnpzTnl6MWNqaW9pRGhsTDBXUXI2M1VKYTR1OWljZHdjcElBSjRrc3d6a2pUdTFiUTVqV0Q3ZVp3akpRSlczRUxrZVVWZ0hqQzlVUEpaN0w0eW9md1Yzb1FNTWw4ZF9CVVFnM0FzbXBR0gHPAUFVX3lxTE5fdUtGM1FDc3JQSGFRRzVNTnFTb2NLOVd1X2dHR2NoNEtyNUFmSnlpVlRGZGZ3QU1aTFUyeXVmZy1Ga090TXhVSVozUXdjTXltYm9jUlEwZ3dWcDc1ODIyU2xvSWczdzZpQnd3Vm5kaXlWbWxuN3VsSFlFNWJ1ck43YklicHVaUG80NnpabDVLVUxwaUNLNWFBUmdoOElfNVQ3WmtTYm9nYXd3YzNXUTVXdWxoc0I3dGh0RmJSQzEtelJrVWlzN1Q0S1NqYUxMaw?oc=5
🖥️ Technology,2025-11-13 23:10:33,Army Chief General Upendra Dwivedi Calls for Technology Democratisation and Citizen Engagement in Modern Warfare - Newsonair,Army Chief General Upendra Dwivedi Calls for Technology Democratisation and Citizen Engagement in Modern Warfare  Newsonair,https://news.google.com/rss/articles/CBMi2gFBVV95cUxOd2RPTzVpUEd5TFE5ZkRLT09CQnQ4NXhFZE45MzY1OWw1U0ViTjFMN0FONTF3YnIxWjRhZmlWODgyNFJBMFBjZ3lYREppUVplOUxFOGtTLUIxbHJYUGZjdkV0TFBHZmVsbXFxV3J2THFGZHBGajZ6SU1rMzJsUlBTWWNlUG5Kd19DX2JqWmo2cVI2TDB5UktsdWtvaDBpVDFIMXVHZ09iX3ZJcTh1UmNoNnZCR2dfQUpMY09lVWROZThPdkwxRmFCWGprYVR4RnhZM2QtVGZ3NnFZZw?oc=5
🎬 Entertainment,2025-11-13 23:05:44,Zee Entertainment Achieves Top 5% Global ESG Ranking in Media Sector - scanx.trade,Zee Entertainment Achieves Top 5% Global ESG Ranking in Media Sector  scanx.trade,https://news.google.com/rss/articles/CBMivgFBVV95cUxPREVPMHFnRXdLVmJIaHZaYzJCVWlwbXlYenN6LVZOZllJck1OczBwbF9HVFF6OUdXYTZsTlZhODJ5eFlBME1Zbk1keUdTdndMTEY2bEgwdVBOa3lMVkVweE5LbWNWTk53MkpuRlJGX096N0p4UURLV0o0MmhZeHYtZVp0VXZvMDloUEM5R2NaT3AxWnR5Y1dhT0p3VGJHTVZHRGhybmlXcHhpT3RJak9xMXhtNmlZZXdQakJCRk1n?oc=5
🎬 Entertainment,2025-11-13 22:50:00,Dream concert organizer files complaint against nCH Entertainment over interference - The Korea Times,Dream concert organizer files complaint against nCH Entertainment over interference  The Korea Times,https://news.google.com/rss/articles/CBMi2AFBVV95cUxOTHZKT2JxTUxxZ3BpUms3QU5qVmFGVDNCeDlRN3A0QVlLSEw5ZWJUcXllYTBScDV1WEl6S010WHJjUVZvekVyVFBtRTdGVm9nSG9FNGNVVlhhVXNxMmdib253MXEyR2dnTmlyaU9OTWFOb0tiNThiWHF1Z2Mza0ZnVDJiVHJMWkVDWUJQb0l0N0FoTDhVOHV3LTJpTWRIVWNGZXJoU2kxLWRoYUZhWjZIZ29XTjFGR3JmSTdDOGZXb2xhd2NEa1k4YnQyV2s0cDdwTlZBWm1qb2LSAd4BQVVfeXFMUGdqa0pmbWdGdW53NmdOWmVnYklLT0JXV1lqVnRyN1liRlJOMDRzQzVaOFFfUXNBNnVrRXpldlpZaGI1MnEtdUJLVWQ0OWdIN1FZWHRxYXFUaXhqWWlEU19VeF9vVHVEZWNOaHF3SXQtMUxHc0VFd1RlNlhXcEg3UWliX3ZDZXZ5WXVLb0xRU3liNlcwRVNUX1k3cEhrcVdjQl83Y0l1bjFWQzFNa0RfRWlVdlB4Z2V0eGpPVTlFaEVrcGhaZFRaLXpGMGZuclMzd3ZKWHhDTjFDdlpBSXFB?oc=5
🔬 Science,2025-11-13 22:06:00,PAU’s vegetable science dept wins nine awards at ‘horticulture Congress’ - The Times of India,PAU’s vegetable science dept wins nine awards at ‘horticulture Congress’  The Times of India,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQeEd4Z3ROYlRkRjM0dXF6QThpM2VPckY2VTJGUTRGeW0zbWpKRjRtd3lzaDdzQy1lM2FQTUk5LXo4VFIyQmlma2VJWXc2NV9kcEtuQkVUTFlsM000Wk1pUU1oOXo3ckFGTklhdmtLUGhvZkhWQlloRWhUbUdmM3NxczNYaUlpbTBpOFlXUkVuZkVYQm5qNmtabzd0elB3UXFnXzVTR1hUS1c0Ykw3Umo0LXNrNVQwb0dfcDBtYWJJQ3ZPQVJfQ2piLWRIeG9SVEMxRXk5RnNZaUxpLWJpeFHSAeMBQVVfeXFMTUJ1bTU0VXAzZDJPUVJtM2c3TUVYMjRZVS1vcFhvdUF4THlXRHJfUy1MUGluWXNxNXM4T3lWNGo0N0xVa0J3eDVLVEd2bjVWajBBWHFlV3Z5Q08zVXRWTGN3M0I3emhubXhqcFd3dVZYRGE0VkhIYUFTQS1MT21HZ1AxdkNwSVA4YU43TUUtTS1JeUg3Yy0yRGMyNE1LX3M5TEFmMnVfai00MFNrdVhtMXVxU21IaVJSYkprNzhob1pEaXRIOFhKaGxXNEtXSXp1cXdVbW5MMlk0SVIzeG80WDkyeVE?oc=5
🎬 Entertainment,2025-11-13 21:27:16,We Think Coast Entertainment Holdings (ASX:CEH) Can Afford To Drive Business Growth - Yahoo Finance,We Think Coast Entertainment Holdings (ASX:CEH) Can Afford To Drive Business Growth  Yahoo Finance,https://news.google.com/rss/articles/CBMijAFBVV95cUxOWVk0ek9yX2F1cmV1SzI5SWR3ejk3TjNJNlFWM2taYmFiOVZ0c0dxT2owVTB1UUNETHdTNGlyUFhaSTB6UUtUYkJfLW9IdTAzUTFRVEYzQmVVbkhFUVNHOXcyMnVHWC0yWnlfU1NpLTVhdi1SRG5zRlRTMGdQbHdIOXhGbE1Jd25WeVNhSA?oc=5
🖥️ Technology,2025-11-13 20:54:00,Amaravati emerges as quantum technology hub with ambitious roadmap and global partnerships - The Times of India,Amaravati emerges as quantum technology hub with ambitious roadmap and global partnerships  The Times of India,https://news.google.com/rss/articles/CBMi_AFBVV95cUxQSEhaZXZWaWtLLWR3UkEtM3RJZTRhRGVVMmhzZHMzbEhKRThXaHQwSDZlWDVzSEFaX19iYjFTSUw3aUVjSVczM1ViLS1hOE5OR0JZcGdEbnVvbE0xbWJqOUx6enJJRi10ZVNwWVNEOFBfUUdrOUlPZGUxaWlicnVpcDRBR1lfbjVvenRxelI1akliTHBCV2pXblpGWU1tWjZuUEdrZDdSaXVkOWJqYWllaHQ3OTN2Z3dWczRJUjFZLWtyR1lqZ29vN3drcGlGX2l6SHllZWlJMHpNeDZmWkNRR0J3SmxYcklsclg3NW9PdmJtY3p5RUh3WUdXamfSAYICQVVfeXFMTzdqUmxNSmp6a0RTN044ckxrcmREUDR4Z3RxUjk5bXFxQ3hySGJWRk50TEpIVFJBbkxGcFp4U0NmWDV0V2FiVVA1OUMzNHh3ZE9kWFJSUGhuYUZsclh5MDBVOXl0bk5USHJ1UnhPbWRGNW9CNG1YQ2VQMXpwYm5YenUxZmhMUWY3eE1aMWR3cjFoMkFqMzk5bkhoTVM2R2NFQlVySk45cGd3RnRCdHlpb2dLQ0l0M25uLTRZYnEzS18xRmdScU1jb0ROUk5nNU5vVC1sWWo1WmZvcV9BY21FOTh1TmxlSi1sWHBheGpoOFVXYjdITm1VTlVGTHNLRW9ZYTd3?oc=5
💊 Health,2025-11-13 20:50:39,USF Health Celebrates World Diabetes Day - University of South Florida,USF Health Celebrates World Diabetes Day  University of South Florida,https://news.google.com/rss/articles/CBMiigFBVV95cUxOWHduT3RmR29tcnNkdkszeDNCNTBUMGxGeXFsTTU5UXAtX0FZaFh1MEVzSlRLRmVOa09IOGRMT3JVdWZKcElJT3hSckxTakJzZHdwb3d2NTZybmdWTWNhMkNDdGQ2eDJVMm4zc255ZjFNUTNRSVJJeUVuRHZ2ZnRud2pkS0hsMEprYWc?oc=5
🎬 Entertainment,2025-11-13 20:23:54,Flutter Entertainment (FLUT) Faces Larger Losses—Is Profitability Being Sacrificed for Ambitious Growth Plans? - Yahoo Finance,Flutter Entertainment (FLUT) Faces Larger Losses—Is Profitability Being Sacrificed for Ambitious Growth Plans?  Yahoo Finance,https://news.google.com/rss/articles/CBMijgFBVV95cUxPbHRkS2VoeUJrakY0TjdfUVJ1akw0RHhGeWozRUZCM0lISTUzdmx0SUJXVnZnRjJocUwwSmVCS0N6alcxZzFuR3VWYXhwdmU0ZHlUbV9IRlRZbVkyZ2xiRDg5MXJaZERXeTRQYXlXeW1HdF9kQ1BQZnc0REhoODk4dzVvcHl3Q1c0ZWlKaHJR?oc=5
💊 Health,2025-11-13 20:10:35,Dr. Kyle Walsh selected to lead the National Institute of Environmental Health Sciences - National Institutes of Health (.gov),Dr. Kyle Walsh selected to lead the National Institute of Environmental Health Sciences  National Institutes of Health (.gov),https://news.google.com/rss/articles/CBMivwFBVV95cUxNZjZkODZLQlp5bWRSczlpc0VWd1pKazlieTFzVzlueVYwMFBSRnV6a1J2ZlczVmR1V0ZST2RlVUFQYXM2WFhtdnlMQW13ckN3VFlhVHFIMVdZYjE0S0JrZ3RPSk8tRWRxRVhOa05lMGdSeS1aRkZxWVNlUEt6dzVvUjNsd1hxeExQLWRUNnlYYzlsS2RtckxnR3pQaDdaT3pGVnY3RzFZVmJXRGZxVnlUY3Z0MkU1aXl6bEhzcTB3RQ?oc=5
💊 Health,2025-11-13 20:01:16,Why are expiring ACA subsidies raising health insurance premiums? - Brookings,Why are expiring ACA subsidies raising health insurance premiums?  Brookings,https://news.google.com/rss/articles/CBMiogFBVV95cUxObGxUNUkwYmJCZzJyWnM0WEhxYXMxOHBpaFp5WHFvVmJZUDlTeEFWMnktenFlRVpjdnlyWmVrY3d6U2xGaW1qQlhUT3BhNFoxQVBURFcxbGpDZXlPN0tNSnlwYmVLbG1OcTVVVFhDdWNZUXktN2RWRWVLSmpGQnZ6NjZXVFdKVEs4clN4U01XZl90XzA4ZXl5aE1RVV9pNlE1RFE?oc=5
🔬 Science,2025-11-13 19:30:02,Science + Spacecraft - NASA Science (.gov),Science + Spacecraft  NASA Science (.gov),https://news.google.com/rss/articles/CBMidEFVX3lxTE9BYlAyMnAzNnlFdy15MW5pWF9lVjhYVkNhamd1M1FvMEd1QjV1aUFpdE9sT1R5c0tsVTR4ZmZWNkx0UXdTeFRUSFBRV21KNEdRWS04VF9IWXBfQ2IweHNpUmxCX0N4cHYyZGNPN2M3WXZhVzdS?oc=5
🔬 Science,2025-11-13 19:12:00,"Young scientists, big dreams: Gujarat’s teens turn curiosity into glory - The Times of India","Young scientists, big dreams: Gujarat’s teens turn curiosity into glory  The Times of India",https://news.google.com/rss/articles/CBMi3gFBVV95cUxNaUJHbXgtM1MycVBUSExubU41eVRUU05oMTExSXhqaElKMzE0OHFxZG14SGZOdjN1ZWV1NG1TbXpWcTFjVUUtekNfdm91R21Bb1ZJNEl2NFg2OWhhNlhYOVFlVFdNc1JiTVM2VURGaVhKSlNmNTZCR0FqTG85b21iRzJoWjI1UndfbnhUWDJNRGdMdHgwWk5mU09qa2x2NGNPNFMyQXBvVk9wMmFYZ3ktMVJyY0ZqZHc3SXlSRHVmNkswSThneUdmQlA1Q2NaRGJiY21USFQ3ZHJGY2ZrOXfSAeMBQVVfeXFMTUZlUkFsNVhXeWZ6YU84TWRlN2pvYTNiRzFOcU9LQ1N0ZWZEcl9KR3RtdF80ZzBQU2J3T0kzSzNibXRmN2J5V0tsbmFXcEVZcjlCMkFnb2tES3RXNmdUdjloZFZodnVuUEhrRFZaeUpKRGozTTZiYURXTjU4di1rejBYcloxTWFac1VtZ3JFTzFWQ3dHbjJZcV9PTERtWE9IQTNLZ3d0cmFGZFM3cTlQYjdCQ2JGQzRtMEhTM0VmT2JsU0tHSEphUEZOaGxGS1FiX1E4azhIQl9ZVW5WVXhOM1pMNTQ?oc=5
🏅 Sports,2025-11-13 19:06:37,Kevin Hart and Kenan Thompson set to host ‘Good Sports’ on Prime Video - About Amazon,Kevin Hart and Kenan Thompson set to host ‘Good Sports’ on Prime Video  About Amazon,https://news.google.com/rss/articles/CBMinAFBVV95cUxPblFrMlFYZFZoaTFCM0xzRUxMcy1OeTlCRWI3c3pqUFZsa3gtQ0FfczlIbTBmUWYtdTAxUEVKZC1IR0F5Q0pwVkNDWUYtRHVqTnZySVEtSU5pc3NVR0ZRd05EdXRraHdCVE9CeURObEZGanBzbVVXVk9iTnhqQzNmTUY0VEFKTHpBaDFKYmFPRE9tSkZmdURCUTdWU3U?oc=5
🎬 Entertainment,2025-11-13 19:01:32,"Top Entertainment News Of The Day: Hospital Staff Who Leaked Dharmendra's Video ARRESTED, Jaat 2 Director Gets - Times Now","Top Entertainment News Of The Day: Hospital Staff Who Leaked Dharmendra's Video ARRESTED, Jaat 2 Director Gets  Times Now",https://news.google.com/rss/articles/CBMirwJBVV95cUxQbXpWUkxfTktUcjJkdzdCSGVPY05XSVctTUtBRl9yamhBdFc3Z2RBYU9YX1RlUy13SnctdU53eU8xZHE5bm5kYlRGNWRYYUcwajI4YmNlazRhUnhwVldhODl1M0k3SzlYYW1FS1VMLV83emRwOXlUYXoxdlhXY2RONDV4YUlzZm5BcGN3emNvdzJxblU0R29qZmRGV2FmLVppTW5GZ1J5aEVJZ2N2aDNTTmU2NGJ1X1gwbFE1dHlpRU5UTDZRQnV4bzNuU1B1YmVGR3Y3c2lNVEsyNjlMVmxrVHlvYmxvQ1RneVZUbmFnQ3Qwa2J0MzZ6UlF0Z3o0NlltM1FDXzNGbEQ1ZnhyZ0NUVTMxeUFxRjNMOW5BUE5GYkJldzBaWkhnSW1QSlUxdGPSAbQCQVVfeXFMTlJFbzBQOVFjbm93TWY3bXo2OXgybC1nd0pQakxTMWtwTS1fTHB5Wi1qbmZYUVpHWEpDQXFla3c5UkFJdUQxakszRVpJdkNKOVNSOFN3MXhVYXhBbldpUGxaMFMwM2hPREM2dDFRbTV0T1UzWUR0anpGbDZWVDBtaUZJUnRvMko0dlVwVHhRWjgyV0paX1h2a2k1WFE1bnlkb09leE1KU3hXVG5vNUR1S2VuYnVzQU1QQU9XV25tTEFiNXZ2U1dRdVZJLXhtbXp1SVlwMmM1ckpwWGdCYXpRWG5hMF9yb05qeF96SDdJZGJPWFJYdUlNZG9xc216aUtjTGwxUmpnYkZsQlo4MmdNT0ZTTmFqc0w1NVo4d0E1QWc0Yk9YQW1NMWlpTVJVLVhlalJNTHU?oc=5
🖥️ Technology,2025-11-13 18:59:00,10 Best Tech Stocks to Buy for 2026 - US News Money,10 Best Tech Stocks to Buy for 2026  US News Money,https://news.google.com/rss/articles/CBMigwFBVV95cUxPTlNBMDg3UlhwZ1k5ZURWU0RMdEZXdlpRenJ1aFpGZm16SHpPam5MYlZRa0pYU2pVWlpuT0lEUXV0WklPLWVWUVdBZ3lIaEdnNF9xY2ZCOFZwckRyTmI1VXRlQ3dHWE90SWFSS1RDT0MzYWVIcVhTcHNUcTV5OWNjRHFjRQ?oc=5
🎬 Entertainment,2025-11-13 18:55:00,Who’s Who in Microdramas: The Power Players Reshaping Short-Form Entertainment - Variety,Who’s Who in Microdramas: The Power Players Reshaping Short-Form Entertainment  Variety,https://news.google.com/rss/articles/CBMid0FVX3lxTE5RYXdHbkxFTUlnbEhVYjUxVmJuSEZtM2RlV0RSQjhmMHVKSFRiUFVqQ3FNZXdzM1pOWXdZT2hETjJHcE1xMllPb3UxWWtCUGx4R0pEUGJUNGFGTjQ0dGVpVWt6dU45S3QtazB5TUNoVDFGbm5QY2I4?oc=5
🔬 Science,2025-11-13 18:53:13,NEC Advances Research Information Infrastructure for Open Science: Press Releases - NEC Global,NEC Advances Research Information Infrastructure for Open Science: Press Releases  NEC Global,https://news.google.com/rss/articles/CBMia0FVX3lxTE4wTzBaNjJlVVFWbENYWUduUVpRRUZvTW1qeUNsZk0tZURvdG1XTFB6QmlFcTlqSlF3MXdsLU1tMzEtd3VLempoN3FSSkRBdWhJdU5aNHFNXzcxX1EyaFc2aVU0dlFDSGhETTk4?oc=5
💊 Health,2025-11-13 18:47:13,"PAHO launches new resources to strengthen diabetes diagnosis, treatment, and control in primary health care - Pan American Health Organization (PAHO)","PAHO launches new resources to strengthen diabetes diagnosis, treatment, and control in primary health care  Pan American Health Organization (PAHO)",https://news.google.com/rss/articles/CBMiuwFBVV95cUxQekFaZWYxZGtqMXdEdExsMXhHWjNXd2VjbzAzOEN5M295N0xuSXZRekNiR0Fidkh2V3p3Y284Q3c5MFhaUW9pVDloUHlMSlI0dXY3YXRLSENuWFZvSklFMXZUb0l4UmN0RlF3YlhoVWpSQUlXa1ZzWjR1SFVpOURnWHk0Z25BMGdrd3VWWEllTl82Q0JmcVJ4N21yMVBRY3hxTUgxeWtZSm5BcUM3cU5lQ0t6cW9HVURyQkFZ?oc=5
💊 Health,2025-11-13 18:00:00,Primary Health Care: The Cornerstone of Resilient Health Systems - Pan American Health Organization (PAHO),Primary Health Care: The Cornerstone of Resilient Health Systems  Pan American Health Organization (PAHO),https://news.google.com/rss/articles/CBMinAFBVV95cUxPR1NjSHB1Vk42a0RJa2tObXhhU05HLUI1SWp3ZFl3M2VnVGFLQ2M5YU5RQV9qNWk3V0Z0T28xcWIzS2d0YnN4eWpvRFUtcjR3TDlXUTdJckpKdS1fam9BeVExSVZlNmozVklIb3VmRm5DRzZBVjFmYlBFUHloclFsV2IxUFIzN1RQXzhHZnBCNmtaeHdtc2hXM2R4WVE?oc=5
💊 Health,2025-11-13 17:53:59,"COP30: PAHO Director call countries to implement the Belém Health Action Plan to build more resilient, inclusive health systems - Pan American Health Organization (PAHO)","COP30: PAHO Director call countries to implement the Belém Health Action Plan to build more resilient, inclusive health systems  Pan American Health Organization (PAHO)",https://news.google.com/rss/articles/CBMivAFBVV95cUxPSUZDaDBRVmVzUUI5UTBDd2lTS3VraTM3UEtDRjlzMHlzN3F1OGpmRU13c1hLUDZHWHFVMXRCOFZ1a2EyQkpIV01OMS1mUzI3OEZmaW1LMXJFRlZrSHMtTG0wVzVnT29kdlNTaGNsTUo3MFBydkJUVzF5Ym9YbFg4YkZtUGx2LTNmUkNQOE1ZREE5cVoxd1pFRjBqOFVySjhjUHpXQkVfT0lXLU00Qm1EdUlYUTFPT0xnZzlRRA?oc=5
🔬 Science,2025-11-13 17:46:23,"NYU Establishes New School: The Courant Institute School of Mathematics, Computing, and Data Science - NYU","NYU Establishes New School: The Courant Institute School of Mathematics, Computing, and Data Science  NYU",https://news.google.com/rss/articles/CBMizAFBVV95cUxNTDdqT0ZuR3FHeWZoOW5RZUFGb3N5UHBqZ1FncG9SbUtpVFd3TERVYjBqbVBnQ1pRNzEwbmhlODFFb2RULVBzZkJvNzNGZEFkaU5uV25sMU82cWFodEZkZlpPeFVGU0k0M0F5NTV4YXYyVTE2SVhFYXkwWFB5M01udXdUNmxZdExseHJOZ1o2VmZJaEZGUmliTk1LOGQyRWZMd2VsZkVkZmpvMUpFMXRPQXFwdF9UR2ZhU2pOZDBKTEM3MVNWUE5CWUhwYkc?oc=5
